username,original_comment,comment,sentiment,label
alfathunnissa,"sebelum biden blng jkt akn tenggelam,beliau mnyiapkn ibukota baru,mslh finacial emng btuh modal bsr,tp bs mbalik bbrp taun kedpn,btuh proses",biden blng jakarta tenggelambeliau mnyiapkn kota barumslh finacial emang btuh modal bsrtp mbalik bbrp kedpnbtuh proses,-0.8007,0
alfatih145326,sales lagi promosi lagi😂😂,sales promosi,-0.0327,0
alfidiana03,keren....🥰,keren,3.8776,1
alhattami18,intinya wajib ada jalur KRL,intinya wajib tersedia jalur krl,-1.6439,0
aliakhamad,"setuju klo untuk Indonesia maju,, jauh kan dr kepentingan segolongan atau sekelompok yg ingin untung sendiri,,",setuju indonesia majukan kepentingan segolongan sekelompok untung,1.6169,1
aliandriano,"Bukannya ke palangka ya, pdhl Jalan udh d siapkan noh",palangka yah jalan siapkan noh,-1.4242,0
aliii2105,semoga ongkir makin murah🥰🥰,semoga ongkos kirim murah,3.5948,1
alimdikantun89,😂😂😂😂knpa g ke garut p😂😂,garut,0.371,1
alimisriegypt,loker dong tinggkat kn...untuk...rakyat ...buat ap ..megah y gedung klo rakyat y pada nganggur...segala gala naik..lapanfan jerja sulit di dapat...,loker tingkat rakyat megah ya gedung rakyat ya nganggur gala naiklapanfan kerja sulit,-2.0063,0
alip_alip12,hehe akhirnya tinggal naek mobil dah bisa ke ibu kota gk hrus naek pesawat,hehe tinggal mobil udah kota pesawat,-0.7023,0
alip_luxzz05,"guwa dukung sih Pembangunan ikn ini. letaknya yang strategis berada di tengah tengah Indonesia, seneng banget deh ibukota berpusat pada tengah tengah Indonesia jadi gak pilih kasih",dukung pembangunan kota nusantara letaknya strategis indonesia seneng banget deh kota berpusat indonesia pilih kasih,1.8774,1
aliqodri,habis tu hutan😥,habis hutan,-1.6439,0
alis.nazwa,pasti jadi negara adi daya kalo pade yg jadi presiden,pemerintah adi daya presiden,0.187,1
alisucipto886,jkt udah nggak layak. tapi belum waktunya. karena nggak punya modal.,jakarta layak modal,0.7731,1
aliwafalaila,"ekonomi kita nyungsep sekarang, BBM mahal,\nsy lbih cinta jakarta.",ekonomi jatuh bbm mahal cinta jakarta,-1.1039,0
aljunaidi1,Duiy mana Bro,duit saudara,-0.7276,0
alkasep8,Demi R.I Makin Maju😌,indonesia majukan,0.8801,1
allenocapolleo,sak karepmulah,sak karepmulah,-0.0327,0
almavira2008,duitnya ada gak 😅😅,duitnya tersedia,-0.7276,0
almaynand_09,"trauma ah..., waktu jadi sales Esemka...",trauma ah sales esemka,-0.7276,0
almira140440,kemajuan hutang,kemajuan hutang,0.8818,1
almiraww_,suatu saat pemerintahan yg dipimpin pak Jokowi bakal dirindukan rakyat indo si😍\U0001f979,pemerintahan dipimpin jokowi dirindukan rakyat indonesia sih,1.3511,1
alnpeny,yg penting bukti nya bukan janji2 .,bukti nya janji2,-0.4186,0
alorlikeproject,Pindah ibu kota dijadikan standar jd negara maju atau tdk. Wakanda wakanda....,mengubah kota dijadikan standar pemerintah majukan wakanda wakanda,-0.5096,0
aloysiusbudi5,"pejabat hebat, adalah pejabat yg tau visi misi dari pendahulunya, yaitu buka-buka data pendahulu sejak system negara mulai dibentuk agr tau arah ygbtl",pejabat hebat pejabat visi misi pendahulunya bukabuka data pendahulu system pemerintah dibentuk agr arah ygbtl,-3.0169,0
aloysiusjataflore,maju terus dengan langkah pasti dan tegas kami pencinta NKRI tetap setia mendukung bapak presiden.,majukan langkah pencinta indonesia setia mendukung presiden,5.7768,1
altaveda,sebentar lagi season baru,sebentar season,0.6587,1
alucard2550,kakak kata orang orang 11 bulan lagi kiamat tolong dong kak bilang ke pak jokowi soal nya takut nya hoax takut nya bener🙁🥺🥺🥺🥺😭😭😭😭,kakak orang orang 11 kiamat tolong kak bilang jokowi nya takut nya hoax takut nya,-3.429,0
alviansyah9999,"Tp utangnya makin banyak, jd pajak makin tinggi",Utangnya pajak,-0.7276,0
alvinaurianda,"ada ada Jokowi ibukota malah dipindah,Jakarta padahal udah cocok jadi ibukota Indonesia,salam kenal dari Aceh",tersedia tersedia jokowi kota dipindahkan Jakarta cocok kota indonesiasalam kenal aceh,1.758,1
alwa_892,saya bangun rumah aja mikir dulu... liat keuangan cukup apa enggak... drpada ngutang.. rumah jadi tp utang banyak... tambah sumpek,bangun rumah memikirkan lihat keuangan drpada berhutang rumah utang terbatas,-3.4178,0
alwito16,uang nya dari mana,uang nya,-1.8928,0
alwyslonelyone,kalo air sih masi bersih,air bersih,1.0625,1
amamagan,dukung,dukung,0.371,1
amangjeka113,lihat saja nanti ikn-x,lihat iknx,-0.7276,0
amanisusilowati,the best bpk Jokowi dpt memberi kita semangat untuk maju,the terbaik jokowi semangat majukan,5.2222,1
amer....0___0,bagus nya sih di jam gadang kan itu pernah jadi ibu kota sementara indonesia,bagus nya jam gadang kota indonesia,-1.7314,0
amerrriyaaaa,tapi kalo di pindahin dan penduduknya banyak yg mau pindah kesana juga lama kelamaan penuh jg ntar pindah lagi?😂,pindahkan penduduknya mengubah kesana penuh sebentar mengubah,1.6999,1
amicyutuu,paling balik lagi ke jakarta,jakarta,-0.7276,0
aminahnoah3,sekarang aja udah sulit pak...,sulit,-1.1331,0
amincoww,"Jokowi thebest,,👍👍👍❤️🇮🇩",jokowi thebest,1.9115,1
amirmahddi,masa depan kok ibu kota baru,kota,-0.7276,0
amitabacan17,"Gak yakin, karena bandara2 saja banyak yg mangkrak.",bandara2 mangkrak,-0.0327,0
amoimoshi,ongkir shopee gw begimaneeee😭😭😭🗿,ongkos kirim shopee,1.0642,1
amok465,jln kami pedesa an hancur pk dari pada bangunan istana Bantu kami di pelosok,jalan pedesa an hancur bangunan istana bantu pelosok,1.0556,1
amr_rizal,kok gw mikirnya kota saranjana ibukota Indonesia dimasa depan ya. Karena kotanya juga di Kalimantan kan?,mikirnya kota saranjana kota indonesia dimasa yah kotanya kalimantan,-4.2019,0
amragstyl.e_e,semoga indonesia makin keren deh,semoga indonesia keren deh,5.6668,1
amran_s_putra_gw97,Bravo Pak Presiden,selamat presiden,1.7556,1
amzdoaag,"Konstitusi Yang mana,\nhutang skrng berapa persen pdb negara",konstitusi hutang persen pdb pemerintah,-0.7276,0
an_rolanddaud,setuju,setuju,0.302,1
anak..sulung,Mending pindah lah. Setidaknya satu langkah utk menyelamatkan Jakarta sdh d mulai. Selanjutnya akan d teruskan pelan-pelan..,mengubah langkah menyelamatkan jakarta teruskan pelan-pelan,0.8359,1
anak_pekayon,dlu Esemka pun ngomong nya sperti ini...🤔,esemka ngomong nya sperti,-1.7387,0
anakmalaikatmaut_,"Saran aku untuk space2 buat Warehouse, Pabrik bangunan yang ga terlalu penting agak jauh dari IKN ini.",saran ruang-ruang warehouse pabrik bangunan kota nusantara,-2.119,0
anakmeme01,"semoga dengan perpindahan ibukota ke Nusantara, pembangunan di Indonesia merata, contohnya kebanyakan di papua & Kalimantan pembangunan belum merata, semoga dengan perpindahan ibukota ke Nusantara, pembangunan di Indonesia merata, contohnya kebanyakan di papua & Kalimantan pembangunan belum merata",semoga perpindahan kota Indonesia pembangunan indonesia merata contohnya kebanyakan papua kalimantan pembangunan merata semoga perpindahan kota Indonesia pembangunan indonesia merata contohnya kebanyakan papua kalimantan pembangunan merata,3.431,1
anaktunggalkayarayaaaaa,"setuju bget udah cape tinggal di jkt biar gak ada pendatang lagi 😂, setuju bget udah cape tinggal di jkt biar gak ada pendatang lagi 😂",setuju banget capek tinggal jakarta biar tersedia pendatang setuju banget capek tinggal jakarta biar tersedia pendatang,-3.5004,0
anamiil15,setuju sekali,setuju,0.302,1
anamindah170,Lanjut 3 priode,3 periode,-0.0327,0
anandaroh,pulau Jawa bisa apa kalo gk ada jakarta,pulau jawa tersedia jakarta,-0.7293,0
anayaciyuyuo,menolak,menolak,-1.1331,0
andanggurito,"kita liat saja nanti budaya mana yg bakal banyak masuk ke ikn, budaya Indonesia apa budaya China...",lihat budaya masuk kota nusantara budaya indonesia budaya china,0.3119,1
andi253674,next presiden ada yang seperti dia ga yah?? soalnya yang lama...,next presiden tersedia yah,-0.5062,0
andi_mirfawati,itung nanam saham suatu saat nanti negara tetangga ke indo kan bukan lagi asing.sama indonesia itu rumah bersama😊,hitung menanam saham pemerintah tetangga indonesia asing indonesia rumah,-1.6525,0
andi_sahay03,jadi maksutnya orang kalimatan di sengsarakan untuk kebutuhan oksigen kalian yang alam nya sudah rusak???,maksutnya orang kalimatan sengsarakan kebutuhan oksigen alam nya rusak,-4.0614,0
andiamir01,Good job,pekerjaan,0.4764,1
andidi35,jokpro presiden kedepannya🥰🥰🥰,jokpro presiden kedepannya,0.8818,1
andini230901,Keputusan yg terbaik masa depan RI yg lebih baik.,keputusan terbaik indonesia,0.187,1
andins804,aq takut sih klo hutan kalimantan terbuka jadi bangun bangunan semoga aj nggak😢,takut hutan kalimantan terbuka bangun bangunan semoga aja,1.2772,1
andirianto27,Reinkarnasi bung karno bapak jokowi ini.,reinkarnasi karno jokowi,1.9115,1
andisoma1990,saya 1000 persen dukung 😁😁,1000 persen dukung,0.371,1
andmfli__,Ongkir 🥰🥰🥰🥰,ongkos kirim,1.0642,1
andong3757,Buu IPS makin tebal,buku ips tebal,-0.0327,0
andre120391,iya dibangun dan akhirnya dijual jual😂,iya dibangun dijual jual,-2.93,0
andre_ds04,kebanyakan janji...janji😏,kebanyakan janjijanji,-0.0327,0
andre_sasmita,Setuju pindah Ibu Kota...tapi gak sekarang,setuju mengubah kotatapi,0.3003,1
andrealdiansyah99,"lebih ke pemerataan ngk sih,,spya smua sektor ekonomi ngk berporos di Jakarta Mulu,,,,, dananya blum ad??btw info dri mna tu,,and smua psti udah di rcanain scr mtang²,,ngk mngkin jg kali di pndahiin tnpa di riset dlu",pemerataan sihspya sektor ekonomi berporos jakarta mulu dananya adbtw info tuand rcanain scr mtang²ngk mngkin kali pndahiin riset,-3.6871,0
andreasyogiwibawa,Gasskeun!...,gasskeun,-0.0327,0
andrecodot5,saya sangat setuju jika ibukota di pindahkan ke penajam Paser Utara (Kalimantan timur),setuju kota pindahkan penajam paser utara kalimantan timur,0.1146,1
andreswan2,JAKARTA RAYA SEMAKIN ADEM\nTIDAK TERLALU BANYAK SANG PERANTAU 😅😅,jakarta raya adem sang perantau,-1.4259,0
andrevil3,qta liat di mega proyek ini berapa cuan yg akan d korupsi😁,lihat mega proyek uang korupsi,-3.0824,0
andri20xtra,NOLAK,menolak,-1.1331,0
andribanto,mantap pak prabowo dan pak jokowi semoga cepat rampung,mantap prabowo jokowi semoga cepat rampung,6.2909,1
andribeben,intinya (katanya) dah mau tenggelam/sejajar sama aer,intinya udah tenggelamsejajar aer,-2.1225,0
andyx197,lanjutkan pak Jokowi .. 💪💪💪,lanjutkan jokowi,1.9115,1
angga_arifin,jadi ini mah jakarta tenggelem🤦,jakarta tenggelem,-0.7276,0
anggaa_ps46,"mcem sales,sedih uuy skelas presiden ngitu",mcem salessedih uuy skelas presiden ngitu,0.8818,1
anggadcu,"Maju indonesia semangatt pakde jokowi, gasabarr 2048❤️",majukan indonesia semangatt pakde jokowi gasabarr 2048,2.8243,1
anggadilanakbar,Saya setuju pak sehat pak jokowi 🥰🥰🥰🥰🥰🥰,setuju sehat jokowi,4.6424,1
anggadudunk,"saya setuju, dengan lahan kosong pembangunan dari 0% pasti lebih tertata rapih modern dan kota hijau pasti krna konsep hutan dalam kota, bagus sih",setuju lahan kosong pembangunan 0 tertata rapih modern kota hijau konsep hutan kota bagus,0.5901,1
anggaoctaviandra,belajar dari mobil ESEMKA yg tlh di pesan 6000 unit.\njika di tmbah 1 periode lagi IKN pun akan slsai.,belajar mobil esemka pesan 6000 unit tmbah 1 periode kota nusantara slsai,-1.8314,0
anggi.badut,cuma di era Jokowi ibu kota pindahh😂,era jokowi kota pindah,2.8243,1
angka_itung123,paling penting duit semangat,duit semangat,1.6686,1
angkasa.86,apan sih???,apan,-0.0327,0
angrybird3118,"saya bisa setuju kl ikn dipindah bila : Tidak dibebankan kerakyat apabila duitnya kurang, saya juga tidak setuju ,pemindahan ikn adalah sebuah pemborosan anggaran",setuju kota nusantara dipindah dibebankan kerakyat duitnya setuju pemindahan kota nusantara pemborosan anggaran,0.7834,1
angzzzfyp,buku sejarah makin numpuk😭👍,buku sejarah numpuk,-0.0327,0
animamqhapw,semangat,semangat,2.3635,1
anisarahma2340,pasti banyak yg mendukung,mendukung,0.371,1
anisarjo,bravo bpk presiden jokowi semangat maju trs bpk jokowi tertinggi indonesia,selamat presiden jokowi semangat majukan jokowi tertinggi indonesia,8.953,1
anitaanyaa,gw yg ga rela ibu kota pindah ke Kalimantan😌,rela kota mengubah kalimantan,-1.4242,0
anitafmk,cuma jokowi yg bs begini....🥰🥰🥰,jokowi,1.9115,1
anjassuryaaa_,Presidenku🥰,presidenku,0.8818,1
anjim673,belum tentu semaju skrg,semaju,0.8818,1
anjinganjingitu,tapi di Kalimantan 1 Thun sekali banjir wkwkw sebagi penduduk kalimantan gitu si tapi jadi wisata air biasa nya,kalimantan 1 banjir wkwkw sebagi penduduk kalimantan gitu sih wisata air nya,-1.5362,0
annie51197,saya baru merskan listrik 24 jam itu ya waktu Jokowi jadi presiden di situl sya bener2 mrskn nkmatnya hidup,merasakan listrik 24 jam yah jokowi presiden situl benar-benar merasakan nikmatnya hidup,-0.0965,0
anningmu,🥺 Hutan,hutan,-0.0327,0
annywidyastuti885,"pak jokowi presiden yg hebat, yg dl itu proyek warisan bro.bkn proyek pak jokowi",jokowi presiden hebat dl proyek warisan brobkn proyek jokowi,7.9449,1
anonim99999995,ntah pemerintah pusat pindah/enggak..gk terlalu ngaruh ke saya.. cuma tolong lebih bijak dalam mengambil keputusan.. .(semoga Alloh melindungiku dari,pemerintah pusat pindah ngaruh tolong bijak mengambil keputusan semoga Allah melindungiku,5.3485,1
anot_musik,"paru dunia apaan, tambang sama industri perkebunan banyak",paru dunia tambang industri perkebunan,0.5617,1
antasumaa,"2024 belum bisa, karena melihat perkembangan ikn sekarang belum benar benar signifikan.",2024 perkembangan kota nusantara signifikan,-1.4225,0
anthonybanuborro,JAYALAH BANGSAKU INDONESIA BERSAMA PRESIDEN JOKOWI,jayalah bangsaku indonesia presiden jokowi,4.4791,1
antoniusharianja,SALUT UNTUK INDONESIA MASA DEPAN 💪💪👍👍🌈🌈,salut indonesia,2.9083,1
anz2010,Sy setuju ini pemerataan tapi mbok yo kira2 anggarannya itu ga masuk akal. Yg nolak ibukota pindah itu org yg takut jakarta sepi,setuju pemerataan mbok yo anggarannya masuk akal menolak kota mengubah orang takut jakarta sepi,-2.8499,0
aok0h,"sehat selalu bapak , semoga selalu dalam lindungan Allah dimanapun bapak berada",sehat semoga lindungan allah manapun,7.5443,1
apisneka,buat orang2 kaya saja..,orang2 kaya,-1.8065,0
apridson,yakin pasti bisa...mantap pak presiden,bisamantap presiden,0.8818,1
apui_mirah,klau di Jakarta ngk bisa maju apa Indonesia... mesti ke sono... hadeuh. beda tempat beda pikiran berarti 😳😳😳,jakarta majukan indonesia mesti hadeuh beda beda pikiran,-2.0709,0
aputputri335,keren,keren,3.8776,1
aqhaf5,per baxk sja utang sm cuna spya qt bgun akaess tuk org asing msuk krja bru qt yg gangur,baxk sja utang cuna bgun akaess tuk orang asing masuk kerja gangur,-1.57,0
aqil3139,mirip wkt kampanye kartu sembako murah...😁,wkt kampanye kartu sembako murah,0.8196,1
aqua.bohong,paru² dunia takut hilang tpi,paru-paru dunia takut hilang,-1.7426,0
aquarius_2607,saya salut dengan bapak Jokowi punya pemikiran yang matang,salut jokowi pemikiran matang,3.8716,1
araisammyjunior63,yah p\nhutan-hutannya ditebang deh,yah hutanhutannya ditebang deh,-2.2508,0
aray807,hentikan pertikaian politik ayo bangun NKRI kita menjadi lebih maju .brovo pk jokowi pak Prabowo,hentikan pertikaian politik ayo bangun indonesia majukan brovo jokowi prabowo,0.8733,1
aray809,lanjutkan pak,lanjutkan,-0.0327,0
arbain.fjr,bakalan berpengaruh pada dunia juga sihh karena oksigen kebanyak juga dari sana,berpengaruh dunia sih oksigen kebanyak,-1.7818,0
archein20,#krisisiklim,krisisiklim,-0.0327,0
ard_edits019,Ibu kota Indonesia adalah....\na.sumatra\nb.jakarta\nc.kalimantan\nd.malang,kota indonesia asumatra Jakarta Kalimantan Malang,-1.8314,0
ardaarda566,ekonomi lagi begini dan Rakyat lagi sulit penghasilannya & pengangguran hampir di seluruh Indonesia Ko malah ngotot mau mindain ibu kota ada apa ya?,ekonomi rakyat sulit penghasilannya pengangguran indonesia ko keras kepala mindain kota tersedia yah,-6.2882,0
ardesen_,hoki cuy tinggal didekat ibukota baru 😅,beruntung tinggal kota,0.3676,1
ardiansyah20206,semoga aja paru paru dunia tetap terjaga 🙂,semoga paru paru dunia terjaga,1.1016,1
ardiwiryad,"mantaaaaabbbb, mantaaaaabbbb",mantaaaaabbbb mantaaaaabbbb,-0.0327,0
arerendyaprillia,sama kaya lagi bilang Indonesia bakal meroket tapi nyatanya,kaya bilang indonesia meroket,-1.5985,0
arfatsantoso42,SULIT KL.NGAK BISA MIMPIN ...,sulit klngak mimpin,-1.1331,0
arfkst1,Iy pak Presiden negara kita hrs bisa sejajar dgn negara negara maju .,iy presiden pemerintah hrs sejajar pemerintah pemerintah majukan,-0.6953,0
arhyrhybowoputras,bravo... bnr2 presiden terbaik bpk Jokowi,selamat bnr2 presiden terbaik jokowi,4.3912,1
ari.suprianto,GUA TETAP JAKARTA..\nGUA GAK PENGEN KALIMANTAN RUSAK..\n#TOLAK,jakarta kalimantan rusak tolak,-2.8105,0
ari4479,mantap ....pak De Jokowi selalu dihati,mantap jokowi dihati,5.2579,1
ari__wahyudi,apakah hutan hutan Kalimantan akan hancur,hutan hutan kalimantan hancur,-1.4207,0
ari_gokilabisvlog,"pengusaha muda siap siap beli tanah infes bossss ❤️❤️❤️❤️❤️, Indonesia ibu kota baru negara besar tempat strategis ❤️👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍",pengusaha muda beli tanah infes bossss indonesia kota pemerintah strategis,-1.8993,0
arianto1978,Hanya yang faham dan yang mengerti.yang penting lihat saja nnti hasilnya.,faham mengertiyang lihat hasilnya,-0.5062,0
aricakung,"udah lunas belom , ntar IKN nyewa lagi , kaya KCJB .... 50 tahun baru lunas",lunas belom sebentar kota nusantara nyewa kaya kcjb 50 lunas,-1.4949,0
arie_ode,Ingin memindahkan rakyat Tiongkok ke iIKN,memindahkan rakyat tiongkok iikn,1.2856,1
ariearka0101,"Kabarnya mangkrak, krn investor pd ngilang??.. Betul ga??",kabarnya mangkrak investor ngilang,-0.7276,0
arieffaiza,mendukung..dr segi lokasi jg strategis berada di tgh Indonesia dan tdk di kelilingi sabuk tektonik,mendukungdr segi lokasi strategis tgh indonesia kelilingi sabuk tektonik,-0.0344,0
ariensdcute,mndukunglah.....,mndukunglah,-0.0327,0
arieszanswongs,sales marketing..lg promosi..🙈🙈🤣🤣🤣🤣,sales marketinglg promosi,-0.0327,0
arieszingsaw,terus hamburkan uang😂,hamburkan uang,-1.2872,0
arif_sb0,ikn baru disalesin langsung presiden salesnya 😂,kota nusantara disalesin langsung presiden salesnya,0.473,1
arifatur30,Saya selalu dukung pak jika itu baik untuk negara Kita👍,dukung pemerintah,-0.3238,0
arifendi1,gak bakalan jadi itu IKN,kota nusantara,-0.7276,0
ariffradanah123,istanah ataow ibu kota lama.itu penuh dengan perjuangan dn tantangan.bukan cmn harta ben tpi drah dn nyawa.taruhannya.merdeka di ibukota jkarta.,istanah ataow kota lamaitu penuh perjuangan tantanganbukan cuman harta ben drah nyawataruhannyamerdeka kota jkarta,-4.5792,0
arifguchi,seharusnya ikn harus ada referendum rakyat indonesia......jakarta itu punya sejarah perjuangan,kota nusantara tersedia referendum rakyat indonesiajakarta sejarah perjuangan,-0.6132,0
arifranau,"saya sebagai rakyat biasa,,,sangat setuju dengan pemindahan ibukota",rakyat setuju pemindahan kota,0.9255,1
ariira50,gagasan orang Tiongkok bos besar mu,gagasan orang tiongkok bos mu,-2.2501,0
arikdwiprayoga,dari kampung ia 😅,kampung,-2.8677,0
aripalli123,mksh pak,mksh,-0.0327,0
aris_juve,jokowi🥰🥰🥰🥰,jokowi,1.9115,1
arisantang380,pertanyaan nya adalah ? transformasi itu menyengsengsarakan rakyat level bawah atau tidak ? apakah ekonomi ind akan semakin baik bagi rakyat level bwh,nya transformasi menyengsengsarakan rakyat level ekonomi ind rakyat level bwh,-2.3175,0
ariwiluswilis,salam 3 periode,salam 3 periode,2.2681,1
arjombbrankast,Kita dukung NEW IKN....Jakarta dah terlalu ruwet terlalu padat....pakDe👍👍👍,dukung new iknjakarta udah ruwet padatpakde,-0.1076,0
arjunamdntmr,mumet... mumet... mumet,mumet mumet mumet,-0.0327,0
arlinnestika,"bukannya pemindahan itu bagus ya kita bisa mengawasi daerah jika di infasi ama tetangga atu bisa menjaga perbatasaan dan juga pemerataan dan letak ny, setrategis karena berada di tengah tengah tidak terlalu jau dengan sumatra dan papua tapi tidak dekat juga",pemindahan bagus yah mengawasi wilayah infasi tetangga atu menjaga perbatasaan pemerataan letak nya setrategis jau sumatra papua,-1.5134,0
